学校名称,属性,性质,类型,学校地址,联系电话,省级位置,地级位置,县级位置,官网
银川六中,,,,,,,,,http://www.nxyclz.cn/
克拉玛依市第一中学,省重点,公办,中学,克拉玛依市塔河路102号,0990-6246032,新疆,克拉玛依市,克拉玛依区,
海亮高级中学,普通,民办,中学,浙江省诸暨市西三环路197号,0575-87698666,浙江省,绍兴市,诸暨市,https://hlgz.hailiangedu.com/
浙江金华第一中学,省重点,公办,中学,浙江省金华市金东区光南路1588号,0579-82190728,浙江省,金华市,,
阜阳一中,省重点,公办,中学,人民中路74号,0558--2265350,安徽省,阜阳市,,http://www.fyyz.net/
宿城第一高级中学,省重点,公办,中学,安徽省宿州市银河三路518号,0557-3917805,安徽省,宿州市,埇桥区,http://www.ahscyz.cn/
海口中学,省重点,民办,中学,海口市滨海大道路48号,0898-68583993,海南省,海口市,,http://www.fqhkzx.com
黄石二中,省重点,公办,中学,下陆区桂林南路62号,0714-6355558,湖北省,黄石市,,http://www.hsez.net.cn/
衡阳市第八中学,省重点,公办,中学,湖南省衡阳市黄白路81号,0734-8401598,湖南省,衡阳市,,http://www.hysbz.com/?SessionVerify=e816c222-33f0-401d-9cd9-1bee36bb5711
四平市第一高级中学,市重点,公办,中学,西藏自治区日喀则地区山东路23号,0892-8822415,西藏,日喀则地区,,http://www.sp1z.org/
江苏省盐城中学,省重点,公办,中学,江苏省盐城市解放南路199号,0515-88887600,江苏省,盐城市,,http://www.yczxsouth.cn/
吉安市白鹭洲中学,普通,公办,中学,江西省吉安市沿江路２４８号,,江西省,吉安市,,http://www.jgsdaily.com/2011gg/bailuzhou/
江西省上饶中学,省重点,公办,中学,江西省上饶市三清山中大道476号,0793-8259016,江西省,上饶市,,http://www.jxsrzx.com/
包头九中,,,,,,,,,https://btjz.nmgjyyun.cn/
一机一中,市重点,公办,中学,内蒙古包头市青山区文化路4号,0472-3632770,内蒙古,包头市,青山区,
上海市民办华育中学,区重点,民办,中学,上海市徐汇区龙吟路99号（老校区-罗秀路99号（,021-55350909,上海市,上海市,徐汇区,www.hy.sh.cn
林芝市一中,,,,,,,,,
下关一中,省重点,公办,中学,云南省大理市下关龙溪路69号,0872—2121847,云南省,大理,大理市,
苍南县嘉禾中学,普通,公办,中学,广州市白云区嘉禾街鹤龙路上胜东街,020-86093426,广东省,广州市,白云区,
蚌埠二中,普通,公办,中学,安徽省蚌埠市胜利中路88号,（0552）2045104地址：安徽省蚌埠市胜利中路88号,安徽省,蚌埠市,,http://www.bbez.com/
深圳市高级中学,省重点,公办,中学,广东省深圳市福田区春田路2号,0755-83948694,广东省,深圳市,福田区,http://www.cn-school.com
赣州市第三中学,普通,公办,中学,江西省赣州市,,江西省,赣州市,,http://www.jxgzsz.com/
余江县第一中学,省重点,私立,中学,江西省鹰潭市余江县白塔路,0701-5885968,江西省,鹰潭市,余江县,
山东省北镇中学,省重点,公办,中学,山东省滨州市滨城区黄河十路,0543-3168025,山东省,滨州市,滨城区,
山东省章丘第四中学,省重点,公办,中学,山东省济南市章丘市明水白云路40号,0531-83213558 83861263,山东省,济南市,章丘市,
上海市松江二中,区重点,公办,中学,上海市松江区邱家湾20号,021-57833817,上海市,上海市,松江区,http://www.sjez.com/
浙江省富阳中学,省重点,公办,中学,杭州市富阳区馆驿里1号,,浙江省,杭州市,富阳区,
浙江省余姚市姚中书院,普通,民办,中学,余姚市四明西路392号,0574-62795207 62720384,浙江省,宁波市,余姚市,
福建省惠安第一中学,市重点,公办,中学,福建省泉州市惠安县,,福建省,泉州市,惠安县,http://www.fjhayz.cn/
福建省三明市第二中学,市重点,公办,中学,北京市东城区内务部街15号,010-65274375,北京市,北京市,东城区,http://www.smez.net/
福建省漳平第一中学,普通,公办,中学,福建省龙岩市漳平市,0597-7533914,福建省,龙岩市,漳平市,http://www.fjzpyz.cn/
佛山市第一中学,省重点,公办,中学,广东省佛山市禅城区文沙路25号,0757-8283 8610,广东省,佛山市,,https://www.fsyz.com.cn/
郑州市第十一中学,普通,公办,中学,河南省郑州市金水区人民路7号,0371-66224246,河南省,郑州市,,http://www.zz11z.com/
十堰市郧阳中学,市重点,公办,中学,十堰市郧阳中学北京北路60号,0719-8102388  8102991 8102908,湖北省,十堰市,,http://www.yyhs.net/
景德镇一中,省重点,公办,中学,江西省景德镇市天翼路66号,（0798）8441380,江西省,景德镇市,,
内蒙古师大附中,,,,,,,,,
莱州市第一中学,省重点,公办,中学,山东省烟台市莱州市文昌路一中巷1号,0535-2282001,山东省,烟台市,莱州市,
山东省日照第一中学,省重点,公办,中学,山东省日照市东港区日照北路30号,0633-8222086,山东省,日照市,东港区,http://www.rzyz.org.cn/
莘县实验高级中学,省重点,公办,中学,广东省中山市东区东江路12号,76088331091,广东省,中山市,,http://www.sxsygjzx.com/
大同一中,省重点,公办,中学,山西省大同市向阳东街1号,0352-5196128,山西省,大同市,,
浙江省江山中学,省重点,公办,中学,浙江省衢州市江山市凝秀中路2号,,浙江省,衢州市,江山市,http://zjjszx.zjer.cn/
浙江省瑞安中学,省重点,私立,中学,浙江省温州市瑞安市瑞湖路398号,0577- 65679017   65675130,浙江省,温州市,瑞安市,http://www.razx.cn/
安徽省宿州市第二中学,省重点,公办,中学,宿州市埇桥区迎宾大道88号,,安徽省,宿州市,埇桥区,http://www.ahszez.cn/
北京汇文中学,市重点,公办,中学,北京市东城区培新街6号,010-67117375,北京市,北京市,东城区,http://www.pka.edu.cn
北京市育英学校,市重点,公办,中学,北京市海淀区万寿路西街11号,010-68282370,北京市,北京市,海淀区,https://bjsyyxx.bjhdedu.cn/
福建省泉州第一中学,普通,公办,中学,泉州学府路31号,0595-22784689,福建省,泉州市,晋江市,http://www.qz1z.com/
厦门大学附属实验中学,,,,,,,,,http://www.xiadafz.com/?SessionVerify=31bae5fc-8031-467d-ba66-318b3ec1f2e5
静宁一中,省重点,公办,中学,甘肃省平凉市静宁县城关镇中街170号,0933-2521643,甘肃省,平凉市,静宁县,
平凉一中,,,,,,,,,http://www.plyz.cn/
广东北江中学,省重点,公办,中学,韶关市惠民北路66,,广东省,韶关市,,http://www.gdbjzx.com
柳州铁一中学,,,,,,,,,
毕节梁才学校,普通,民办,中学,贵州省毕节市七星关区梁才学校,0857—8416666,贵州省,毕节地区,毕节市,http://www.gzsbjlcxx.com/
定州中学,省重点,公办,中学,河北定州市内中心街定州中学,0312-2587001,河北省,保定市,定州市,http://www.dzzx.net
长春市十一高中,省重点,公办,中学,长春市景阳大路2666号,0431-87624714,吉林省,长春市,绿园区,
上饶县中学,,,,,,,,,
樟树中学,普通,公办,中学,樟树市东门42号,0795-7333540,江西省,宜春市,樟树市,
石嘴山三中,,,,,,,,,
吴忠中学,,,,,,,,,
山东省平邑第一中学,,,,,,,,,http://www.sdpyyz.com/
山东省烟台第一中学,省重点,公办,中学,山东省烟台市芝罘区二马路17号,5354218848,山东省,烟台市,芝罘区,
西藏民族大学附属中学,,,,,,,,,http://www2.xzmu.edu.cn/
石河子第一中学,市重点,公办,中学,新疆维吾尔族自治区石河子市12小区北四路159号,0993-2037304,新疆,,,
温州育英国际实验学校,市重点,民办,中学,中国浙江温州瓯海区梧田镇,0577-86362803 86367629,浙江省,温州市,瓯海区,https://www.zjyyeg.com/index.php/school/info/84
安师大附中,,,,,,,,,
福州三牧中学,,,,,,,,,http://www.fzyz.net
金川总校第一高级中学,,,,,,,,,
陇南市一中,,,,,,,,,http://www.gslnyz.cn/
广西师范大学附属中学,省重点,公办,中学,中山北路15号,0773--2803103,广西,桂林市,,http://fszx.gxnu.edu.cn/main.htm
宜昌市第一中学,省重点,公办,中学,宜昌市西陵二路4号,0717-6774074,湖北省,宜昌市,西陵区,https://www.ycyz.com/
湖南省娄底市第一中学,省重点,公办,中学,湖南省娄底市娄星区贤童街10号娄底市第一中学,,湖南省,娄底市,,http://www.ldyz.cn/
延边第二中学,省重点,公办,中学,吉林省延边朝鲜族自治州延吉市,,吉林省,延边,延吉市,
江苏省镇江市第一中学,省重点,公办,中学,江苏省镇江市京口区谷阳路208号,0511-88722812,江苏省,镇江市,京口区,http://zjyiz.zje.net.cn/
南昌县莲塘第一中学,省重点,公办,中学,江西省南昌县莲塘镇澄湖西路1566号,0791-85761902,江西省,南昌市,南昌县,http://www.ncxltyz.cn/
莒县第一中学,,,,,,,,,
新泰市第一中学,省重点,公办,中学,山东省泰安市新泰市青云路789号,0538-7235936,山东省,泰安市,新泰市,http://www.sdxtyz.net/
太原市知达常青藤中学校,,,,,,,,,
长治二中,省重点,公办,中学,山西省长治市府上街25号,0355-2024118,山西省,长治市,,
上海市世界外国语中学,市重点,民办,中学,上海市徐汇区虹漕南路602号,021-54198567,上海市,上海市,徐汇区,www.wflms.cn
香港培正中學,,,,,,,,,
玉溪第一中学,省重点,公办,中学,云南省玉溪市太极路21号,0877-2024003  0877-8882095,云南省,玉溪市,,
慈溪市上林初级中学教育集团,,,,,,,,,
温州市实验中学,省重点,公办,中学,浙江省温州市府前街,0577-88291116,浙江省,温州市,,https://wems.net/
浙江省杭州高级中学,市重点,公办,中学,浙江省杭州市上城区之江东路1958号,0571-86988717,浙江省,杭州市,上城区,http://www.hanggao.net/
重庆市第二外国语学校,省重点,公办,中学,浙江省温州市瓯海区南白象街道南湖路,0577-85701188　0577-85701567,浙江省,温州市,瓯海区,https://www.cqew.com.cn/www/index/
合肥市第四十五中学,省重点,公办,中学,安徽省合肥市六安路65号,0551-2647064,安徽省,合肥市,庐阳区,http://www.ahhf45.com/
鏡平學校中學部,,,,,,,,,http://www.keangpeng.edu.mo/
福建省安溪第一中学,省重点,公办,中学,泉州市安溪县安溪县中心部,3232331,福建省,泉州市,安溪县,https://www.fjaxyz.com/
福建省长汀县第一中学,省重点,公办,中学,福建省福州市东街附近,0591-87551426,福建省,福州市,鼓楼区,http://www.fjctyz.net/
福州时代中学,省重点,公办,中学,福建省福州市仓山区程埔路172号,0591-83473994/83476794,福建省,福州市,仓山区,http://sd.fjsdfz.org
广雅中学,省重点,公办,中学,广东省广州市荔湾区西湾路1号,020-81261232,广东省,广州市,荔湾区,
六盘水市第三中学,省重点,公办,中学,黑龙江省哈尔滨市南岗区果戈里大街415号,0451-53636578,黑龙江,哈尔滨市,南岗区,http://www.lpsssz.com/
石家庄一中,省重点,公办,中学,河北省石家庄市平安北大街13号,0311--6034130,河北省,石家庄市,桥东区,http://www.sjzyz.net/
驻马店高级中学,,,,,,,,,http://www.zmdgjzx.com/
鹤岗市第一中学,省重点,公办,中学,黑龙江省鹤岗市工农区禾友路12号,,黑龙江,鹤岗市,工农区,
浏阳市第一中学,省重点,公办,中学,湖南省长沙市浏阳市车站中路34,0731-83612040,湖南省,长沙市,浏阳市,http://www.lyyzedu.com/
常州外国语学校,,,,,,,,,http://www.czfls.czedu.cn/
江苏省丹阳高级中学,省重点,公办,中学,江苏省丹阳市新民西路138号,0511-86522062　传真：0511-86522062,江苏省,镇江市,丹阳市,http://www.sdz.net.cn/Index.html
江苏省如东高级中学,省重点,公办,中学,江苏省如东县掘港镇香格里大街9号,51384199670,江苏省,南通市,如东县,http://www.rdzx.net/
赣县中学,省重点,公办,中学,梅林大街55号,0797-4441063,江西省,赣州市,赣　县,
江西省萍乡中学,普通,公办,中学,西城鳌头山,0799-6832817,江西省,萍乡市,,
聊城第一中学,省重点,公办,中学,山东省聊城市东昌府区双街144号,0635-8249743,山东省,聊城市,东昌府区,http://www.lcyz.cn/
山东省昌乐二中,省重点,公办,中学,山东省潍坊市昌乐县行政西街7号,0536-6295777,山东省,潍坊市,昌乐县,http://www.sdclez.cn/
寿光市第一中学,市重点,公办,中学,山东省寿光市文圣街2396号,0536-5222378   0536-5265770,山东省,潍坊市,寿光市,http://www.sgyz.com/
长治学院附属太行中学校,,,,,,,,,
陕西省西安中学,省重点,公办,中学,陕西省西安经济技术开发区凤城五路,029-86537091,陕西省,西安市,经开区,http://www.xazx.cn/
上海市西南位育中学,区重点,民办,中学,上海市徐汇区宜山路671号,021-64705469,上海市,上海市,徐汇区,xnwy.xhedu.sh.cn/...
上海市向明中学,区重点,公办,中学,上海市闵行区浦锦路138号,021-53061356 021-53063368-111,上海市,上海市,黄浦区,www.xiangming.lwe...
安宁中学,市重点,公办,中学,云南省昆明市安宁市,0871-8616868,云南省,昆明市,安宁市,http://www.ynanzx.net/
宣威市第一中学,省重点,公办,中学,福建省福州市东街附近,0591-87551426,福建省,福州市,鼓楼区,
金华市外国语学校,普通,公办,中学,金华市金东区笃学路1号,0579－81331158,浙江省,金华市,金东区,http://www.jw2005.cn/
宁波市效实中学,普通,公办,中学,浙江省宁波市白杨街178号,0574－87159610,浙江省,宁波市,,http://www.nbxiaoshi.net/index.main.asp?csshome=h
浙江省温岭中学,普通,公办,中学,浙江省台州市温岭市万泉东路1号,0576-86026999,浙江省,台州市,温岭市,
濠江中學,,,,,,,,,http://www.houkong.edu.mo/
福建省晋江市第一中学,市重点,公办,中学,福建省泉州市晋江市区石鼓山,0595-568247653,福建省,泉州市,晋江市,http://www.jjyz.net/
庆阳一中,省重点,公办,中学,甘肃省庆阳市西峰区南大街32号,0934-8213127地址：甘肃省庆阳市西峰区西大街178号,甘肃省,庆阳市,西峰区,
珠海市第一中学,省重点,公办,中学,珠海市香洲区梅华西路2180,（0756）2630100,广东省,珠海市,香洲区,https://zhedu.net/
柳州市第十二中学,普通,公办,中学,,,广西,柳州市,,
河南大学附属中学,,,,,,,,,http://www.henufz.cn/
洛阳市第一高级中学,市重点,公办,中学,河南省洛阳市瀍河区夹马营路1号,0379-62517901,河南省,洛阳市,,
鸡西市第一中学,省重点,公办,中学,福建省福州市东街附近,0591-87551426,福建省,福州市,鼓楼区,
双鸭山市第一中学,普通,公办,中学,黑龙江省双鸭山市尖山区,,黑龙江,双鸭山市,尖山区,
武汉实验外国语学校,区重点,公办,中学,湖北省武汉市经济技术开发区龙阳大道太子湖1号,027-84897315,湖北省,武汉市,,http://www.wfls.com.cn/
江苏省泗洪中学,省重点,公办,中学,宿迁市泗洪县泗州东大街3号,0527-86292129,江苏省,宿迁市,泗洪县,
江苏省泰州中学,省重点,公办,中学,江苏省泰州市迎春东路9号,0523-86669005,江苏省,泰州市,,http://www.stzzx.com/
南京市第一中学,省重点,公办,中学,南京市白下区中山南路301,025-68187266  025-68187299,江苏省,南京市,白下区,http://www.njyz.net/
江西省玉山县玉山一中,省重点,公办,中学,江西省玉山县三清大道176号,0793-2553649,江西省,上饶市,玉山县,
乐平中学,省重点,公办,中学,乐平市长寿路321号,0798-6227446,江西省,景德镇市,,
临川一中,省重点,公办,中学,江西省抚州市临川区上顿渡镇建设路205号,0794-8441447   0794-8430071,江西省,抚州市,临川区,
朝阳市第一高级中学,市重点,公办,中学,西藏自治区日喀则地区山东路23号,0892-8822415,西藏,日喀则地区,,
呼市一中,市重点,公办,中学,回民区环河街33号,0471-6362638,内蒙古,呼和浩特市,回民区,http://www.jxysyz.com/
乌兰浩特一中,,,,,,,,,http://www.wlhtyz.com/
宁夏长庆高级中学,,,,,,,,,
唐徕回中,,,,,,,,,
中卫中学,,,,,,,,,
昌邑市第一中学,市重点,公办,中学,山东省潍坊市昌邑市潍河西路1号,0536-7212370,山东省,潍坊市,昌邑市,http://www.cyyz.org/
德州市第一中学,省重点,公办,中学,山东省德州市德城区解放中大道651号,0534-2621594,山东省,德州市,德城区,https://www.dzyz.cn/
荷泽市第一中学,省重点,公办,中学,福建省福州市东街附近,0591-87551426,福建省,福州市,鼓楼区,http://www.hzyzh.com.cn/
济宁市第一中学,省重点,公办,中学,山东省济宁市中区南北晁家街1号,0537-2214406,山东省,济宁市,市中区,http://www.sd-jnyz.com/
潍坊市寿光现代中学,市重点,民办,中学,山东省潍坊市寿光市东环路69号,0536-5115230,山东省,潍坊市,寿光市,http://www.sgxdzx.com/
邹城市第一中学,市重点,公办,中学,邹城市太平东路,,山东省,济宁市,,
上海民办兰生复旦中学,普通,民办,中学,上海市杨浦区世界路8号,021-65118204 65561661,上海市,上海市,杨浦区,lansheng.fdfz.cn
乐清市乐成寄宿中学,省重点,民办,中学,浙江省乐清市城南街道朋岙村,0577-27882222,浙江省,温州市,乐清市,
衢州华茂外国语学校,市重点,公办,中学,衢州市柯城区书院西路58号,0570-8019576,浙江省,衢州市,柯城区,http://www.zjqzez.com/qzhw
浙江省苍南中学,省重点,公办,中学,浙江省温州市苍南县灵溪镇仁英路,0577-64838682，64838640,浙江省,温州市,苍南县,
浙江省杭州第十四中学,市重点,公办,中学,杭州市拱墅区龙腾街500号,0571-88467690,浙江省,杭州市,拱墅区,http://www.h14z.cn/
浙江省浦江中学,,,,,,,,,
重庆市巴川国际高级中学校,,,,,,,,,https://www.bcschool.cn/
重庆市树人中学校,,,,,,,,,
阜阳市第三中学,省重点,公办,中学,黑龙江省哈尔滨市南岗区果戈里大街415号,0451-53636578,黑龙江,哈尔滨市,南岗区,http://www.fyssz.net/
利辛县第一中学,省重点,公办,中学,安徽省亳州市利辛县城关镇马桥世纪大道第一中学,,安徽省,亳州市,利辛县,http://www.lxxdyzx.com/
澳門勞工子弟舉校,,,,,,,,,
北京景山学校,市重点,公办,中学,北京市东城区灯市口大街53号,010-65252555,北京市,北京市,东城区,
北京市第十八中学,区重点,公办,中学,北京市丰台区方庄芳星园二区,010-67634326,北京市,北京市,丰台区,http://www.bj18.net/cms/
北京市广渠门中学,区重点,公办,中学,北京市白桥大街甲1号,010-67183773,北京市,北京市,东城区,
福建省武平县第一中学,普通,公办,中学,福建省龙岩市武平县沿河西路44号,86-（0）597-4822433,福建省,龙岩市,武平县,
晋江市季延中学,普通,私立,中学,福建省泉州市晋江市罗山街道,,福建省,泉州市,晋江市,http://www.jjjy.net/
上杭县第一中学,省重点,公办,中学,福建省福州市东街附近,0591-87551426,福建省,福州市,鼓楼区,http://www.fjshyz.net
漳州实验中学,普通,私立,中学,福建省漳州市龙文区新浦东路139号,0596-2638028,福建省,漳州市,龙文区,www.zzyzfx.com
会宁县第一中学,省重点,公办,中学,福建省福州市东街附近,0591-87551426,福建省,福州市,鼓楼区,
秦安县第一中学,省重点,公办,中学,福建省福州市东街附近,0591-87551426,福建省,福州市,鼓楼区,https://www.qa1z.cn/
毕节市北大附校,,,,,,,,,
毕节市第一中学,省重点,公办,中学,福建省福州市东街附近,0591-87551426,福建省,福州市,鼓楼区,
凯里市第一中学,省重点,公办,中学,贵州省凯里市文化北路30号,0855-8506108 传 真：0855-8503668邮 编：556000 校址：贵州省凯里市文,贵州省,黔东南,凯里市,http://wap.klyz.cn/
盘州市第二中学,市重点,公办,中学,北京市东城区内务部街15号,010-65274375,北京市,北京市,东城区,
嘉积中学,省重点,公办,中学,海南省琼海市嘉积镇富侨路1号,0898-31692345,海南省,海口市,,
临高中学,,,,,,,,,
石家庄市第五中学,省重点,公办,中学,河北省石家庄市水源街109号,0311-87832934,河北省,石家庄市,,
焦作市宇华实验学校,市重点,公办,中学,河南省焦作市解放中路148号-196号,0391-2922244,河南省,焦作市,,http://www.jzyhelite.com/
湖北省武昌实验中学,省重点,公办,中学,武汉市武昌火炬路48号,027-88873891,湖北省,武汉市,武昌区,http://www.ssyzx.com/#/
随州市第二高级中学,普通,公办,中学,湖北省随州市曾都区舜井大道97号,0722-3246760,湖北省,随州市,曾都区,
随州市第一中学,省重点,公办,中学,随州市曾都区擂鼓墩大道,,湖北省,随州市,曾都区,http://www.hbszyz.com/
武汉市洪山高级中学,省重点,公办,中学,武汉市洪山区雄楚大街熊家咀特一号,027-87188089,湖北省,武汉市,洪山区,http://www.hsgz.cn/
孝感高级中学,省重点,公办,中学,湖北省孝感市交通西路特1号,（0712）2049008 2049010,湖北省,孝感市,,http://www.hbxggz.cn
夷陵中学,省重点,公办,中学,湖北省宜昌市城东大道51号,0717-6924505 6924507 6924106,湖北省,宜昌市,夷陵区,
湘潭县第一中学,省重点,公办,中学,湖南省湘潭市湘潭县,0731-57823158,湖南省,湘潭市,湘潭县,http://www.xtxyz.com/
吉林省四平市第十七中学,省重点,公办,中学,河北省石家庄市新华区华西路136号,0311-87883496,河北省,石家庄市,桥西区,
常州市第二十四中学,普通,私立,中学,常州市罗汉路9号,,江苏省,常州市,,http://www.cz24.czedu.cn/
江苏省常熟中学,省重点,公办,中学,江苏省常熟市新世纪大道汇文路,0512-52738192,江苏省,苏州市,常熟市,http://www.jsscszx.com
江苏省大丰高级中学,普通,公办,中学,中国江苏省大丰市幸福西路99号,,江苏省,盐城市,大丰市,http://dfgjzx.dfe.cn:8080/
江苏省姜堰中学,省重点,公办,中学,江苏省姜堰市古田路181号,0523-88242303,江苏省,泰州市,姜堰区,https://www.jycfd.cn/html/album/1383/index.html
江苏省靖江高级中学,省重点,公办,中学,泰州市靖江市通江路与渡江路交汇处,,江苏省,泰州市,靖江市,http://www.sjjzx.cn/#/home
江苏省梁丰高级中学,市重点,公办,中学,江苏省张家港市国泰南路2号,0512-56918808,江苏省,苏州市,张家港市,https://jslfgz.zjgedu.cn/?SessionVerify=a6e53ce5-b046-4e2f-97c1-aec0ac541989
江苏省如皋中学,省重点,公办,中学,南通市如皋市育贤路601号,,江苏省,南通市,如皋市,
江苏省通州高级中学,,,,,,,,,http://www.tzgjzx.com/
江苏省宜兴中学,市重点,公办,中学,江苏省无锡市宜兴市太湖大道280号&#8195;,0510-87983751，87996664,江苏省,无锡市,宜兴市,https://syz.yxjyy.net/
西安交通大学苏州附属中学,普通,公办,中学,江苏省苏州工业园区方洲路598号,0512-65936297、65936296、65936221,江苏省,苏州市,平江区,https://xjdszfz.sipedu.org/
赣州市第一中学,省重点,公办,中学,江西省赣州市,0797-8112448,江西省,赣州市,,https://www.gzdyzx.cn/
高安二中,普通,公办,中学,高安市桥南路442号,0795-5212210,江西省,宜春市,高安市,
江西省上犹中学,普通,公办,中学,上犹县城上西村路66号,0797-8542216,江西省,赣州市,上犹县,
新余一中,普通,公办,中学,江西省新余市沿江路358号,0790-6660011/0790-6660039,江西省,新余市,,
大连市大开一中,,,,,,,,,
葫芦岛市第一高级中学,市重点,公办,中学,西藏自治区日喀则地区山东路23号,0892-8822415,西藏,日喀则地区,,
通辽实验中学,,,,,,,,,
格尔木市第二中学,市重点,公办,中学,北京市东城区内务部街15号,010-65274375,北京市,北京市,东城区,
莒县文心高级中学,,,,,,,,,
青岛第五十八中学,省重点,公办,中学,青岛市李沧区九水路20号,0532-87895410,山东省,青岛市,李沧区,
山东省高密市第一中学,省重点,公办,中学,山东省高密市文昌街569号,0536－2323289,山东省,潍坊市,高密市,http://www.sdgmyzh.cn/
山东省泰安第二中学,省重点,公办,中学,山东省泰安市泰山区虎山东路6号,0538-6235328,山东省,泰安市,泰山区,http://www.taez.com.cn/
山东省招远第一中学,省重点,公办,中学,山东省烟台市招远市文化路12号,0535-8214002,山东省,烟台市,招远市,
山东省诸城第一中学,省重点,公办,中学,山东省潍坊市诸城市龙都街道驻地,0536-2168001,山东省,潍坊市,诸城市,http://www.zcyz.com/
山东省邹平县第一中学,市重点,公办,中学,山东省滨州市邹平县黄山三路205号	 山东省滨州市邹平县鹤伴二路166号,0543-4260001,山东省,滨州市,邹平县,https://www.zpyz.net/
太原市五育中学校,普通,民办,中学,山西省太原市青年路58号,0351-4094825 13994310374,山西省,太原市,迎泽区,
上海市市西中学,,,,,,,,,www.shixi.stn.sh.cn
四川省广元外国语学校,,,,,,,,,http://www.scgw.net/
宝坻一中,市重点,公办,中学,天津市宝坻区海滨街北城路东段1号,022-29228996,天津市,天津市,宝坻区,
静海第一中学,市重点,公办,中学,天津市静海县地纬路中段,022-68600800,天津市,天津市,静海区,
天津外国语大学附属中学,,,,,,,,,
杨村第一中学,市重点,公办,中学,天津市武清新城南东路282号,022－59689168  82171242,天津市,天津市,武清区,
林芝市二高,,,,,,,,,
喇沙書院,,,,,,,,,
聖言中舉,,,,,,,,,
华山中学,省重点,公办,中学,新疆库尔勒市建国路3号,0996-2163060,新疆,,,
云南省保山第一中学,,,,,,,,,http://www.bsyz.cn/
昭通一中,省重点,公办,中学,云南省昭通市昭阳区学生路181号,0870-2168019,云南省,昭通市,昭阳区,
杭州江南实验学校,市重点,民办,中学,浙江省杭州市滨江区滨和路958号,0571-86628112,浙江省,杭州市,滨江区,
杭州市建兰中学,省重点,民办,中学,浙江省杭州市上城区抚宁巷58号,0571-86815265,浙江省,杭州市,上城区,http://www.jianlan.com.cn/IneduPortal/index.aspx
衢州市兴华中学,区重点,公办,中学,郑州市二七区兴华北街10号,0371-67436712,河南省,郑州市,二七区,
绍兴市柯桥区柯桥中学,省重点,公办,中学,浙江省绍兴市绍兴县绍兴县柯桥街道山阴路785号,0575-84115365,浙江省,绍兴市,绍兴县,http://www.kq.gov.cn/art/2022/9/12/art_1499292_59148802.html
嵊州中学,,,,,,,,,
浙江省诸暨市洸江教育集团洸江初中,,,,,,,,,
安徽省安庆市第四中学,省重点,公办,中学,安徽省安庆市龙山路67号,0556-5513818,安徽省,安庆市,,http://www.aqsizh.net/site/tpl/100000101
合肥市第四十六中学,普通,公办,中学,合肥市滨湖新区西藏路与云谷路交口,0551-2814546,安徽省,合肥市,,
芜湖荟萃中学,普通,公办,中学,镜湖区黄山中路24号,,安徽省,芜湖市,镜湖区,http:
培正中舉,,,,,,,,,
北京市八一学校,市重点,公办,中学,北京市海淀区苏州街29号,010-62566896,北京市,北京市,海淀区,
福建省大田县第一中学,省重点,公办,中学,福建省福州市东街附近,0591-87551426,福建省,福州市,鼓楼区,
福建省泉州市培元中学,普通,私立,中学,泉州市鲤城区新华北路花棚下,0595-22383362,福建省,泉州市,,http://www.qzpy.com/
福建省三明第一中学,省重点,公办,中学,福建省三明市三元区富兴路12号,0598-8337573,福建省,三明市,三元区,
福建省漳平市第三中学,省重点,公办,中学,黑龙江省哈尔滨市南岗区果戈里大街415号,0451-53636578,黑龙江,哈尔滨市,南岗区,
漳州立人学校,,,,,,,,,https://www.lrjt.cn/?WebShieldSessionVerify=GiOYP5R2jALeGEIrOQlh
白银市第十中学,省重点,公办,中学,山西省太原市晋阳街201号,0351-7897022,山西省,太原市,小店区,
嘉峪关市酒钢三中,省重点,公办,中学,甘肃省嘉峪关市长城路东路2号,0937-6717343,甘肃省,嘉峪关市,,
山丹县第一中学,省重点,公办,中学,福建省福州市东街附近,0591-87551426,福建省,福州市,鼓楼区,
佛山市南海区桂城街道桂江第一初级中学,,,,,,,,,
佛山市南海外国语学校,,,,,,,,,http://nhfls.nhedu.net/xxgk/xxjs/
广州市海诛区六中珠江中学,区重点,民办,中学,广东省广州大道南逸景路芳盛街60号,020-89022630,广东省,广州市,海珠区,
深圳大学师范学院附属中学,省重点,公办,中学,深圳市南山区前海路101号,0755-26453698,广东省,深圳市,南山区,http://www.sdsyfz.edu.cn/
深圳实验学校高中部,省重点,公办,中学,深圳市南山区西丽街道同发路99号,0755-83361223,广东省,深圳市,南山区,http://www.szsy.cn/
深圳市富源学校,普通,民办,中学,深圳市宝安区西乡街道洲石路九围富源教育城,0755-27474218  0755-27474318,广东省,深圳市,宝安区,http://www.fyedu.net/
深圳市红岭中学,省重点,公办,中学,深圳市福田区红岭中路园岭九街2027号,0755-22208050,广东省,深圳市,福田区,https://hlzx.szftedu.cn/
湛江第一中学,省重点,民办,中学,广东省湛江市赤坎区平阳路,0759-3168672,广东省,湛江市,赤坎区,https://www.zjyz.org.cn/
钦州二中,省重点,公办,中学,广西钦州市扬帆北大道,0777-2368008,广西,钦州市,,http://www.gxqzez.com/
梧州高中,,,,,,,,,http://www.wzgz.com/
观山湖区第一高级中学,普通,公办,中学,贵州省贵阳市观山湖区石龙路24号,0851-84808802,贵州省,贵阳市,观山湖区,
